,RunId,iteration,Step,num_nodes,avg_node_degree,initial_outbreak_size,virus_spread_chance,virus_check_frequency,recovery_chance,gain_resistance_chance,hygiene_rate,Infected,Susceptible,Resistant
276,276,25,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
277,277,25,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
278,278,25,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,9
279,279,25,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,7
280,280,25,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
281,281,25,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
282,282,25,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,9
283,283,25,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,8,2
284,284,25,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,8,2
285,285,25,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
286,286,26,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7
287,287,26,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
288,288,26,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
289,289,26,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,0,10
290,290,26,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,4,6
291,291,26,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
292,292,26,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,9
293,293,26,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,8
294,294,26,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
295,295,26,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
296,296,26,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
297,297,27,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
298,298,27,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
299,299,27,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,7
300,300,27,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,9
301,301,27,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1
302,302,27,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
303,303,27,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
304,304,27,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,5,5
305,305,27,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,8
306,306,27,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,8
307,307,27,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
308,308,28,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
309,309,28,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
310,310,28,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
311,311,28,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,8
312,312,28,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,7
313,313,28,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
314,314,28,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
315,315,28,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
316,316,28,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,7,3
317,317,28,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,9,1
318,318,28,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
319,319,29,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,0,10
320,320,29,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
321,321,29,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,6,4
322,322,29,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,8
323,323,29,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1
324,324,29,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,2,8
325,325,29,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,5,5
326,326,29,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
327,327,29,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,7
328,328,29,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,2,8
329,329,29,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
330,330,30,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,5,5
331,331,30,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,8
332,332,30,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
333,333,30,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,9
334,334,30,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,5,5
335,335,30,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,3,7
336,336,30,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
337,337,30,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,9
338,338,30,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,1
339,339,30,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
340,340,30,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
341,341,31,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
342,342,31,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,8
343,343,31,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
344,344,31,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,4,6
345,345,31,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,7
346,346,31,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
347,347,31,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
348,348,31,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,4,6
349,349,31,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,9
350,350,31,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
351,351,31,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,1
352,352,32,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,8,2
353,353,32,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
354,354,32,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
355,355,32,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,8
356,356,32,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,2,8
357,357,32,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
358,358,32,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
359,359,32,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,8
360,360,32,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,3,7
361,361,32,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,6,4
362,362,32,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
363,363,33,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
364,364,33,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
365,365,33,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,9,1
366,366,33,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,9
367,367,33,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
368,368,33,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
369,369,33,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
370,370,33,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
371,371,33,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,1
372,372,33,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,5,5
373,373,33,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,6,4
374,374,34,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
375,375,34,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
376,376,34,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
377,377,34,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,1,9
378,378,34,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
379,379,34,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
380,380,34,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
381,381,34,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
382,382,34,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
383,383,34,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
384,384,34,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
385,385,35,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7
386,386,35,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,8
387,387,35,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
388,388,35,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,8
389,389,35,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1
390,390,35,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,7,3
391,391,35,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
392,392,35,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
393,393,35,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,9
394,394,35,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
395,395,35,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
396,396,36,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
397,397,36,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
398,398,36,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,7
399,399,36,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,0,10
400,400,36,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
401,401,36,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
402,402,36,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,9
403,403,36,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
404,404,36,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
405,405,36,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
406,406,36,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
407,407,37,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,7,3
408,408,37,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,8
409,409,37,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
410,410,37,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,2,8
411,411,37,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1
412,412,37,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
413,413,37,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,4,6
414,414,37,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,1,9
415,415,37,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
416,416,37,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,3,7
417,417,37,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
418,418,38,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
419,419,38,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
420,420,38,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
421,421,38,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0
422,422,38,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,4,6
423,423,38,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
424,424,38,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,3,7
425,425,38,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
426,426,38,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,9
427,427,38,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
428,428,38,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,5,5
429,429,39,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7
430,430,39,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
431,431,39,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
432,432,39,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,5,5
433,433,39,70,10,3,1,0.4,0.4,0.3,0.5,0.4,1,2,7
434,434,39,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
435,435,39,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
436,436,39,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
437,437,39,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,9
438,438,39,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
439,439,39,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
440,440,40,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
441,441,40,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
442,442,40,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
443,443,40,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,7,3
444,444,40,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
445,445,40,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
446,446,40,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
447,447,40,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
448,448,40,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,9,1
449,449,40,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
450,450,40,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,5,5
451,451,41,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,9,1
452,452,41,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
453,453,41,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,5,5
454,454,41,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,7
455,455,41,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,7
456,456,41,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,8,2
457,457,41,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
458,458,41,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,2,8
459,459,41,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,8
460,460,41,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
461,461,41,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,6,4
462,462,42,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
463,463,42,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
464,464,42,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,0,10
465,465,42,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0
466,466,42,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
467,467,42,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
468,468,42,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,9,1
469,469,42,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
470,470,42,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
471,471,42,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
472,472,42,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
473,473,43,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
474,474,43,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,2,8
475,475,43,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,7
476,476,43,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,7
477,477,43,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,3,7
478,478,43,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,4,6
479,479,43,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
480,480,43,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
481,481,43,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,8
482,482,43,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,9,1
483,483,43,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
484,484,44,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,2,8
485,485,44,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
486,486,44,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,3,7
487,487,44,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0
488,488,44,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,5,5
489,489,44,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
490,490,44,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,0,10
491,491,44,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
492,492,44,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
493,493,44,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
494,494,44,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,0,10
495,495,45,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,4,6
496,496,45,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,1,9
497,497,45,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,1,9
498,498,45,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,7
499,499,45,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,2,8
500,500,45,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
501,501,45,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,7,3
502,502,45,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
503,503,45,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
504,504,45,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
505,505,45,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,1,9
506,506,46,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
507,507,46,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
508,508,46,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
509,509,46,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,10,0
510,510,46,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,9,1
511,511,46,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,3,7
512,512,46,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,9,1
513,513,46,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
514,514,46,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,1,9
515,515,46,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
516,516,46,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,5,5
517,517,47,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7
518,518,47,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,0,10
519,519,47,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,2,8
520,520,47,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,4,6
521,521,47,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,2,8
522,522,47,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
523,523,47,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,1,9
524,524,47,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
525,525,47,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,2,8
526,526,47,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,1,9
527,527,47,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,1
528,528,48,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,3,7
529,529,48,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,9,1
530,530,48,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,5,5
531,531,48,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,7
532,532,48,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,1,9
533,533,48,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,1,9
534,534,48,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,8,2
535,535,48,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
536,536,48,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,4,6
537,537,48,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
538,538,48,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,9,1
539,539,49,70,10,3,1,0.4,0.4,0.3,0.5,0.0,0,1,9
540,540,49,70,10,3,1,0.4,0.4,0.3,0.5,0.1,0,3,7
541,541,49,70,10,3,1,0.4,0.4,0.3,0.5,0.2,0,4,6
542,542,49,70,10,3,1,0.4,0.4,0.3,0.5,0.30000000000000004,0,3,7
543,543,49,70,10,3,1,0.4,0.4,0.3,0.5,0.4,0,0,10
544,544,49,70,10,3,1,0.4,0.4,0.3,0.5,0.5,0,0,10
545,545,49,70,10,3,1,0.4,0.4,0.3,0.5,0.6000000000000001,0,3,7
546,546,49,70,10,3,1,0.4,0.4,0.3,0.5,0.7000000000000001,0,0,10
547,547,49,70,10,3,1,0.4,0.4,0.3,0.5,0.8,0,0,10
548,548,49,70,10,3,1,0.4,0.4,0.3,0.5,0.9,0,0,10
549,549,49,70,10,3,1,0.4,0.4,0.3,0.5,1.0,0,6,4
